#(id,from,to,speed,planTime)
(12645,8,36,5,3)
(12646,36,52,5,5)
(12647,49,83,1,2)
(12648,39,24,5,9)
(12649,11,96,6,6)
(12650,28,92,6,2)
(12651,66,99,7,6)
(12652,40,59,8,3)
(12653,62,18,3,6)
(12654,70,51,8,10)
(12655,100,2,4,10)
(12656,94,70,1,4)
(12657,65,46,2,4)
(12658,3,18,4,9)
(12659,16,72,8,10)
(12660,31,46,1,9)
(12661,65,71,6,3)
(12662,21,70,2,5)
(12663,73,8,8,9)
(12664,78,84,1,2)
(12665,96,71,8,6)
(12666,89,76,4,1)
(12667,48,80,4,3)
(12668,25,98,6,4)
(12669,68,92,6,10)
(12670,62,43,2,9)
(12671,51,65,2,7)
(12672,14,34,5,10)
(12673,71,35,2,4)
(12674,11,8,8,5)
(12675,88,91,2,9)
(12676,88,39,3,5)
(12677,97,59,2,4)
(12678,69,83,5,3)
(12679,47,22,6,9)
(12680,56,49,6,2)
(12681,85,80,5,1)
(12682,54,16,4,8)
(12683,6,89,1,3)
(12684,94,90,5,1)
(12685,49,91,6,5)
(12686,39,71,8,2)
(12687,94,15,5,5)
(12688,65,18,2,2)
(12689,98,94,3,2)
(12690,9,96,3,4)
(12691,50,80,8,9)
(12692,70,57,1,6)
(12693,47,45,7,8)
(12694,83,2,6,10)
(12695,18,19,6,10)
(12696,37,32,8,3)
(12697,25,6,5,10)
(12698,1,77,1,9)
(12699,22,93,5,2)
(12700,15,24,4,1)
(12701,36,42,7,2)
(12702,45,20,7,10)
(12703,5,83,6,2)
(12704,14,41,3,7)
(12705,47,25,8,1)
(12706,68,57,6,6)
(12707,15,91,1,8)
(12708,81,23,5,6)
(12709,65,6,8,5)
(12710,26,4,3,8)
(12711,82,5,2,2)
(12712,13,96,1,2)
(12713,69,83,6,5)
(12714,13,96,2,4)
(12715,10,70,2,7)
(12716,95,100,3,1)
(12717,67,40,7,1)
(12718,44,92,7,1)
(12719,97,92,8,6)
(12720,53,84,8,6)
(12721,32,20,6,9)
(12722,16,19,1,7)
(12723,89,99,6,8)
(12724,99,89,1,10)
(12725,28,44,8,1)
(12726,35,25,7,8)
(12727,83,45,7,10)
(12728,95,55,4,8)
(12729,42,36,6,3)
(12730,55,87,1,8)
(12731,86,75,7,6)
(12732,63,75,2,7)
(12733,18,3,4,5)
(12734,95,27,5,6)
(12735,72,23,4,10)
(12736,78,68,4,7)
(12737,70,99,3,5)
(12738,85,59,4,3)
(12739,100,91,4,4)
(12740,65,32,7,7)
(12741,36,83,8,6)
(12742,76,16,3,5)
(12743,39,18,6,6)
(12744,52,39,3,3)
(12745,3,45,7,5)
(12746,3,45,3,6)
(12747,35,43,5,8)
(12748,41,85,7,3)
(12749,33,48,7,5)
(12750,30,80,8,7)
(12751,98,1,1,1)
(12752,6,54,4,1)
(12753,65,83,5,2)
(12754,94,88,6,9)
(12755,30,70,1,10)
(12756,20,74,2,1)
(12757,21,20,4,2)
(12758,100,48,8,9)
(12759,49,38,8,5)
(12760,93,48,1,9)
(12761,97,96,8,7)
(12762,83,29,4,1)
(12763,65,9,2,8)
(12764,83,98,7,5)
(12765,18,64,5,1)
(12766,12,6,7,3)
(12767,45,58,7,10)
(12768,72,80,1,3)
(12769,75,18,1,4)
(12770,13,41,4,4)
(12771,50,20,3,5)
(12772,17,100,6,9)
(12773,29,22,2,3)
(12774,96,65,3,5)
(12775,89,16,1,9)
(12776,63,69,8,1)
(12777,53,52,8,8)
(12778,93,64,6,9)
(12779,50,73,1,4)
(12780,38,9,7,4)
(12781,98,53,2,6)
(12782,84,42,8,8)
(12783,25,41,3,3)
(12784,10,59,4,8)
(12785,10,18,5,7)
(12786,82,39,5,1)
(12787,12,17,1,3)
(12788,93,67,5,5)
(12789,87,92,7,8)
(12790,33,14,3,9)
(12791,55,73,7,1)
(12792,31,69,8,9)
(12793,87,22,3,2)
(12794,62,20,5,7)
(12795,4,64,1,9)
(12796,98,6,6,9)
(12797,98,35,7,10)
(12798,49,94,8,10)
(12799,66,99,7,3)
(12800,33,62,3,8)
(12801,50,82,6,4)
(12802,69,18,6,8)
(12803,83,74,3,6)
(12804,80,21,3,2)
(12805,56,14,8,9)
(12806,75,60,4,9)
(12807,25,41,3,4)
(12808,69,8,2,8)
(12809,57,30,6,7)
(12810,14,81,4,5)
(12811,54,65,8,6)
(12812,86,3,6,4)
(12813,85,81,4,9)
(12814,41,85,3,5)
(12815,92,2,5,7)
(12816,77,100,6,8)
(12817,96,75,2,7)
(12818,55,54,2,3)
(12819,86,48,6,5)
(12820,51,48,6,8)
(12821,29,55,7,9)
(12822,39,25,3,5)
(12823,27,57,6,9)
(12824,57,36,2,10)
(12825,10,60,3,5)
(12826,14,1,7,2)
(12827,15,13,8,2)
(12828,27,47,1,4)
(12829,2,94,1,9)
(12830,18,25,4,1)
(12831,83,62,2,10)
(12832,64,51,3,7)
(12833,77,52,4,1)
(12834,53,45,6,6)
(12835,24,59,2,7)
(12836,5,33,2,10)
(12837,94,32,4,5)
(12838,57,86,2,10)
(12839,14,71,1,3)
(12840,88,68,6,3)
(12841,19,91,7,8)
(12842,2,77,2,10)
(12843,35,37,4,5)
(12844,37,18,1,5)
(12845,50,95,3,4)
(12846,81,97,1,1)
(12847,67,22,7,7)
(12848,56,90,6,5)
(12849,80,5,8,2)
(12850,48,83,8,10)
(12851,87,85,8,3)
(12852,69,3,4,8)
(12853,99,93,1,7)
(12854,90,36,8,9)
(12855,58,76,5,9)
(12856,65,27,6,6)
(12857,99,33,7,3)
(12858,15,100,2,10)
(12859,51,18,1,9)
(12860,22,42,4,5)
(12861,35,95,8,4)
(12862,30,69,5,7)
(12863,44,21,8,7)
(12864,14,22,6,9)
(12865,55,11,3,7)
(12866,78,87,8,5)
(12867,5,61,8,2)
(12868,70,16,7,3)
(12869,10,77,2,2)
(12870,45,39,4,5)
(12871,27,95,7,5)
(12872,16,83,8,9)
(12873,61,11,6,7)
(12874,64,44,3,5)
(12875,4,78,7,10)
(12876,61,7,5,5)
(12877,84,37,1,7)
(12878,43,38,6,3)
(12879,32,46,4,6)
(12880,96,63,5,5)
(12881,74,92,2,2)
(12882,35,24,6,6)
(12883,68,1,8,10)
(12884,8,23,2,5)
(12885,60,43,7,6)
(12886,81,69,1,2)
(12887,15,94,7,2)
(12888,46,32,3,7)
(12889,58,22,4,8)
(12890,95,78,8,2)
(12891,90,44,6,3)
(12892,9,96,2,8)
(12893,14,7,1,8)
(12894,46,10,1,3)
(12895,4,75,2,1)
(12896,6,22,1,6)
(12897,44,57,7,6)
(12898,34,26,1,4)
(12899,36,3,1,2)
(12900,65,7,2,8)
(12901,15,27,4,2)
(12902,4,60,4,4)
(12903,34,92,5,1)
(12904,81,42,2,9)
(12905,100,47,3,10)
(12906,73,29,8,5)
(12907,32,25,2,4)
(12908,32,16,7,3)
(12909,43,4,2,2)
(12910,64,94,3,5)
(12911,52,44,5,7)
(12912,87,5,1,10)
(12913,52,85,7,7)
(12914,13,7,5,6)
(12915,32,53,2,6)
(12916,35,50,8,7)
(12917,20,16,3,8)
(12918,10,45,5,5)
(12919,90,49,7,5)
(12920,54,48,6,1)
(12921,99,44,5,7)
(12922,51,95,3,6)
(12923,47,30,5,5)
(12924,47,90,1,7)
(12925,5,50,4,6)
(12926,95,97,1,8)
(12927,12,69,7,7)
(12928,84,18,8,7)
(12929,63,67,3,5)
(12930,27,15,1,6)
(12931,11,8,2,9)
(12932,64,81,3,1)
(12933,30,41,1,9)
(12934,3,26,7,7)
(12935,62,67,3,6)
(12936,85,52,1,10)
(12937,85,18,3,4)
(12938,100,89,7,7)
(12939,97,7,7,8)
(12940,88,59,6,5)
(12941,100,11,4,4)
(12942,4,16,2,4)
(12943,83,99,1,4)
(12944,16,69,1,3)
(12945,54,40,5,4)
(12946,28,97,5,3)
(12947,70,66,5,1)
(12948,24,78,3,8)
(12949,55,84,6,2)
(12950,100,10,1,5)
(12951,9,0,5,1)
(12952,70,97,1,2)
(12953,37,76,6,8)
(12954,6,56,2,7)
(12955,38,94,2,9)
(12956,68,18,6,4)
(12957,78,96,3,5)
(12958,20,99,1,4)
(12959,14,55,2,7)
(12960,13,45,1,8)
(12961,88,45,3,7)
(12962,67,18,8,2)
(12963,11,25,6,7)
(12964,44,57,2,9)
(12965,53,11,4,2)
(12966,77,72,4,2)
(12967,94,82,7,9)
(12968,26,14,4,2)
(12969,60,72,7,4)
(12970,90,70,4,4)
(12971,96,85,7,3)
(12972,7,6,6,8)
(12973,84,1,8,7)
(12974,73,91,4,6)
(12975,72,17,7,9)
(12976,99,95,8,5)
(12977,66,16,4,10)
(12978,87,81,1,3)
(12979,65,99,3,3)
(12980,71,45,5,1)
(12981,12,29,7,5)
(12982,19,64,3,6)
(12983,47,89,8,4)
(12984,83,99,3,9)
(12985,14,52,3,8)
(12986,99,22,1,5)
(12987,20,67,2,9)
(12988,79,31,7,3)
(12989,61,58,8,5)
(12990,88,93,8,1)
(12991,47,58,7,6)
(12992,56,47,1,1)
(12993,65,46,1,10)
(12994,68,17,4,3)
(12995,85,25,5,5)
(12996,56,22,1,3)
(12997,46,95,6,3)
(12998,53,32,7,2)
(12999,90,46,4,7)
(13000,93,73,4,10)
(13001,85,50,5,4)
(13002,68,45,3,10)
(13003,70,51,5,7)
(13004,39,99,4,4)
(13005,59,3,5,7)
(13006,35,18,5,4)
(13007,64,39,4,6)
(13008,78,48,8,3)
(13009,99,100,6,5)
(13010,44,86,5,4)
(13011,36,29,7,4)
(13012,27,46,6,8)
(13013,15,45,3,4)
(13014,64,41,1,3)
(13015,47,41,1,2)
(13016,89,29,1,5)
(13017,96,66,1,6)
(13018,51,67,8,10)
(13019,96,23,8,4)
(13020,69,90,8,3)
(13021,34,5,7,8)
(13022,47,39,7,8)
(13023,46,40,4,3)
(13024,36,69,8,1)
(13025,34,71,3,10)
(13026,38,54,8,4)
(13027,77,68,7,9)
(13028,23,98,4,2)
(13029,3,60,3,7)
(13030,65,11,2,1)
(13031,51,92,8,2)
(13032,27,98,8,1)
(13033,68,19,1,10)
(13034,39,17,6,5)
(13035,51,27,5,6)
(13036,92,21,2,7)
(13037,81,85,6,2)
(13038,96,85,7,9)
(13039,42,32,7,5)
(13040,29,48,8,3)
(13041,33,75,6,4)
(13042,59,40,3,1)
(13043,68,81,8,6)
(13044,1,13,7,3)
(13045,98,28,5,8)
(13046,12,15,8,7)
(13047,14,2,2,1)
(13048,17,52,8,5)
(13049,26,8,6,5)
(13050,48,76,6,5)
(13051,57,43,3,5)
(13052,56,92,8,1)
(13053,19,66,6,6)
(13054,48,18,7,5)
(13055,74,71,8,2)
(13056,44,50,5,1)
(13057,39,69,6,8)
(13058,62,48,8,4)
(13059,20,62,3,8)
(13060,67,45,1,10)
(13061,22,96,5,2)
(13062,80,8,8,1)
(13063,79,53,7,7)
(13064,70,95,8,1)
(13065,29,73,1,5)
(13066,87,93,5,6)
(13067,20,53,7,7)
(13068,98,83,8,3)
(13069,44,32,4,5)
(13070,40,41,6,3)
(13071,95,86,5,8)
(13072,46,81,2,8)
(13073,19,59,4,6)
(13074,51,60,8,4)
(13075,79,29,7,7)
(13076,78,76,6,10)
(13077,8,50,3,3)
(13078,92,85,5,6)
(13079,70,7,3,9)
(13080,54,86,6,8)
(13081,44,56,1,7)
(13082,82,88,4,4)
(13083,83,89,4,2)
(13084,31,65,3,5)
(13085,14,90,1,5)
(13086,74,19,5,7)
(13087,93,4,1,6)
(13088,90,48,3,2)
(13089,3,28,6,7)
(13090,15,94,3,2)
(13091,49,47,2,2)
(13092,78,38,3,10)
(13093,27,36,2,1)
(13094,55,54,3,8)
(13095,58,68,4,7)
(13096,83,43,7,8)
(13097,71,43,2,3)
(13098,2,48,8,10)
(13099,61,75,2,1)
(13100,79,80,6,6)
(13101,16,94,7,1)
(13102,47,83,1,4)
(13103,17,76,8,2)
(13104,19,33,8,10)
(13105,76,88,8,1)
(13106,1,25,7,6)
(13107,67,91,3,4)
(13108,71,98,7,6)
(13109,91,23,5,7)
(13110,6,76,2,4)
(13111,61,22,8,7)
(13112,73,90,8,9)
(13113,65,45,8,2)
(13114,6,23,5,8)
(13115,57,68,5,10)
(13116,51,87,4,5)
(13117,42,15,8,3)
(13118,57,70,4,1)
(13119,58,64,3,1)
(13120,19,44,4,6)
(13121,55,85,3,2)
(13122,7,28,6,9)
(13123,62,92,3,6)
(13124,44,96,4,4)
(13125,77,34,2,9)
(13126,70,97,4,9)
(13127,26,92,7,8)
(13128,1,80,5,10)
(13129,64,68,1,5)
(13130,97,42,8,2)
(13131,33,87,4,2)
(13132,48,91,3,5)
(13133,91,62,6,6)
(13134,24,74,3,9)
(13135,65,43,6,7)
(13136,22,24,4,4)
(13137,93,74,2,6)
(13138,82,91,5,7)
(13139,43,83,5,2)
(13140,39,85,1,1)
(13141,12,73,3,10)
(13142,46,76,1,3)
(13143,18,83,2,8)
(13144,6,66,4,7)
(13145,5,46,1,3)
(13146,36,65,1,7)
(13147,47,23,8,10)
(13148,75,17,8,8)
(13149,90,71,8,10)
(13150,46,9,8,5)
(13151,92,55,8,9)
(13152,21,26,2,5)
(13153,72,82,5,1)
(13154,46,53,3,4)
(13155,55,10,6,6)
(13156,25,97,8,5)
(13157,87,30,2,9)
(13158,8,3,8,8)
(13159,72,51,6,6)
(13160,46,43,4,7)
(13161,22,43,6,6)
(13162,63,31,3,6)
(13163,8,13,8,10)
(13164,10,51,2,3)
(13165,47,1,7,9)
(13166,71,44,3,10)
(13167,95,0,5,2)
(13168,43,74,6,2)
(13169,84,74,6,1)
(13170,4,35,7,4)
(13171,48,52,2,4)
(13172,2,5,6,9)
(13173,73,11,5,10)
(13174,21,53,3,5)
(13175,53,90,8,1)
(13176,64,90,2,7)
(13177,63,91,7,1)
(13178,25,54,6,7)
(13179,5,91,6,2)
(13180,62,50,2,3)
(13181,61,58,2,10)
(13182,11,96,8,8)
(13183,51,87,7,2)
(13184,76,17,4,4)
(13185,7,52,4,10)
(13186,6,17,8,6)
(13187,74,68,6,8)
(13188,17,6,1,3)
(13189,65,47,4,10)
(13190,8,91,2,3)
(13191,43,97,4,2)
(13192,14,34,8,1)
(13193,52,95,8,10)
(13194,12,57,5,10)
(13195,24,20,6,4)
(13196,26,91,1,8)
(13197,4,45,3,10)
(13198,1,37,8,8)
(13199,33,11,5,2)
(13200,11,85,7,7)
(13201,80,20,7,5)
(13202,77,56,8,7)
(13203,76,98,5,3)
(13204,88,60,7,10)
(13205,71,90,4,10)
(13206,26,7,7,7)
(13207,18,11,2,9)
(13208,97,40,1,5)
(13209,60,46,1,5)
(13210,1,76,5,8)
(13211,73,43,1,5)
(13212,69,68,7,1)
(13213,58,88,5,4)
(13214,96,61,4,7)
(13215,72,83,1,4)
(13216,89,68,2,3)
(13217,80,42,7,8)
(13218,18,53,4,3)
(13219,62,32,4,8)
(13220,67,1,7,6)
(13221,89,80,6,1)
(13222,40,17,1,4)
(13223,66,5,6,2)
(13224,39,55,7,7)
(13225,98,87,8,9)
(13226,39,87,7,1)
(13227,85,55,1,4)
(13228,22,98,2,5)
(13229,43,49,5,8)
(13230,32,57,1,4)
(13231,62,73,2,8)
(13232,27,87,8,2)
(13233,39,15,6,3)
(13234,68,77,2,6)
(13235,98,73,8,7)
(13236,36,43,5,7)
(13237,58,22,8,5)
(13238,45,55,6,4)
(13239,27,37,4,3)
(13240,23,45,1,10)
(13241,17,72,3,8)
(13242,48,23,2,4)
(13243,25,9,6,2)
(13244,71,1,1,2)
(13245,30,15,2,6)
(13246,35,78,4,2)
(13247,16,33,2,3)
(13248,78,89,4,6)
(13249,26,15,1,2)
(13250,4,10,4,6)
(13251,19,82,8,7)
(13252,50,22,1,8)
(13253,4,20,5,2)
(13254,98,75,8,10)
(13255,74,3,2,1)
(13256,58,63,8,9)
(13257,44,33,3,8)
(13258,9,49,8,2)
(13259,30,40,5,3)
(13260,28,1,4,9)
(13261,21,22,8,2)
(13262,63,46,4,3)
(13263,49,18,6,5)
(13264,81,33,5,5)
(13265,32,79,4,9)
(13266,27,83,5,7)
(13267,22,89,8,5)
(13268,56,62,1,8)
(13269,84,52,8,8)
(13270,99,60,3,9)
(13271,44,70,4,1)
(13272,3,76,2,10)
(13273,21,88,4,7)
(13274,70,46,4,6)
(13275,0,8,4,8)
(13276,70,57,1,1)
(13277,8,60,2,4)
(13278,87,47,5,5)
(13279,16,73,8,2)
(13280,48,70,1,2)
(13281,58,97,6,5)
(13282,9,21,3,10)
(13283,96,94,1,7)
(13284,50,98,3,1)
(13285,23,48,7,1)
(13286,95,50,3,2)
(13287,22,94,5,9)
(13288,64,50,6,4)
(13289,12,55,5,3)
(13290,76,33,1,8)
(13291,93,29,2,9)
(13292,93,53,5,5)
(13293,0,30,4,6)
(13294,46,98,5,8)
(13295,91,100,2,1)
(13296,49,75,4,9)
(13297,29,56,4,2)
(13298,55,80,5,6)
(13299,8,11,3,6)
(13300,30,22,6,10)
(13301,18,74,2,1)
(13302,37,95,1,2)
(13303,94,1,1,3)
(13304,42,55,3,8)
(13305,10,86,7,10)
(13306,66,52,5,1)
(13307,63,69,1,10)
(13308,58,90,3,4)
(13309,29,13,1,5)
(13310,7,3,2,1)
(13311,71,73,4,8)
(13312,28,79,5,6)
(13313,65,60,1,9)
(13314,11,15,6,9)
(13315,51,43,6,6)
(13316,99,56,2,6)
(13317,35,22,6,10)
(13318,26,85,5,7)
(13319,23,17,8,10)
(13320,96,93,4,3)
(13321,52,24,1,10)
(13322,40,59,8,3)
(13323,68,1,6,7)
(13324,23,81,8,1)
(13325,3,86,5,5)
(13326,36,7,7,1)
(13327,24,0,8,3)
(13328,59,65,4,4)
(13329,89,68,4,6)
(13330,26,75,3,1)
(13331,77,82,4,4)
(13332,29,87,2,8)
(13333,38,56,8,8)
(13334,63,17,6,1)
(13335,84,42,3,2)
(13336,6,51,7,10)
(13337,18,59,6,1)
(13338,34,6,8,2)
(13339,89,32,6,7)
(13340,85,32,2,7)
(13341,89,41,8,3)
(13342,24,28,7,8)
(13343,70,76,1,9)
(13344,93,70,1,10)
(13345,95,93,8,4)
(13346,99,26,1,7)
(13347,24,80,7,6)
(13348,11,17,4,10)
(13349,24,27,8,10)
(13350,56,20,1,4)
(13351,62,40,5,8)
(13352,76,4,8,1)
(13353,63,18,7,2)
(13354,10,1,2,10)
(13355,81,16,6,4)
(13356,0,8,7,7)
(13357,35,7,4,2)
(13358,94,96,6,5)
(13359,1,50,2,6)
(13360,20,72,7,8)
(13361,90,78,7,3)
(13362,79,90,5,2)
(13363,6,10,1,10)
(13364,18,76,3,3)
(13365,84,36,1,6)
(13366,98,93,7,3)
(13367,8,39,4,4)
(13368,10,55,6,10)
(13369,99,20,7,5)
(13370,76,65,2,3)
(13371,76,21,7,8)
(13372,63,17,2,7)
(13373,19,57,3,5)
(13374,49,54,7,3)
(13375,59,91,6,10)
(13376,11,63,2,1)
(13377,49,100,3,2)
(13378,65,23,5,3)
(13379,44,93,1,7)
(13380,76,79,2,9)
(13381,35,75,1,3)
(13382,95,25,4,3)
(13383,15,26,6,7)
(13384,55,57,5,1)
(13385,22,90,4,9)
(13386,79,99,3,8)
(13387,92,24,6,3)
(13388,2,80,7,8)
(13389,20,5,5,9)
(13390,30,94,5,9)
(13391,86,55,1,2)
(13392,78,7,6,1)
(13393,63,1,3,7)
(13394,0,11,6,7)
(13395,35,23,8,9)
(13396,70,18,4,8)
(13397,90,92,5,1)
(13398,51,3,6,9)
(13399,58,36,5,8)
(13400,43,50,5,10)
(13401,52,54,2,1)
(13402,65,41,4,9)
(13403,64,32,4,1)
(13404,17,75,7,2)
(13405,67,59,4,7)
(13406,62,23,8,6)
(13407,25,28,4,10)
(13408,79,22,5,2)
(13409,77,17,8,10)
(13410,58,22,1,10)
(13411,20,76,6,6)
(13412,51,9,1,7)
(13413,68,1,1,8)
(13414,92,20,5,3)
(13415,15,69,4,7)
(13416,92,89,7,8)
(13417,73,2,5,6)
(13418,91,48,3,7)
(13419,91,5,4,7)
(13420,14,23,5,4)
(13421,91,44,4,8)
(13422,25,31,1,3)
(13423,14,18,8,9)
(13424,74,19,5,7)
(13425,60,38,5,10)
(13426,89,75,6,9)
(13427,21,72,2,5)
(13428,62,23,7,5)
(13429,33,15,6,4)
(13430,12,20,8,2)
(13431,38,4,1,6)
(13432,90,2,7,5)
(13433,40,84,3,1)
(13434,59,54,3,2)
(13435,25,63,2,7)
(13436,52,24,5,7)
(13437,39,100,8,6)
(13438,87,29,2,3)
(13439,100,72,7,5)
(13440,75,54,6,5)
(13441,38,94,4,2)
(13442,47,65,6,10)
(13443,94,65,3,9)
(13444,89,29,2,7)
(13445,96,40,2,3)
(13446,35,22,1,7)
(13447,95,6,6,3)
(13448,61,24,2,5)
(13449,84,92,6,7)
(13450,22,35,8,9)
(13451,0,94,5,10)
(13452,23,57,8,4)
(13453,63,61,4,9)
(13454,84,3,1,4)
(13455,77,85,3,10)
(13456,9,94,6,6)
(13457,85,28,3,1)
(13458,63,92,4,5)
(13459,86,82,5,9)
(13460,5,67,2,6)
(13461,95,91,8,8)
(13462,60,28,5,4)
(13463,13,66,7,1)
(13464,25,40,6,4)
(13465,34,3,2,10)
(13466,95,37,8,5)
(13467,19,77,1,10)
(13468,10,12,6,6)
(13469,69,89,8,1)
(13470,17,35,2,2)
(13471,67,37,3,10)
(13472,43,98,5,2)
(13473,0,51,4,10)
(13474,88,100,6,3)
(13475,43,62,1,2)
(13476,40,54,7,6)
(13477,8,71,5,4)
(13478,72,68,4,4)
(13479,4,38,7,2)
(13480,2,98,8,9)
(13481,14,65,5,5)
(13482,30,38,7,1)
(13483,100,70,8,5)
(13484,23,14,5,6)
(13485,85,23,4,5)
(13486,78,60,3,2)
(13487,90,37,7,2)
(13488,95,19,5,3)
(13489,15,34,1,10)
(13490,75,28,1,10)
(13491,20,24,6,1)
(13492,4,32,4,3)
(13493,22,7,2,7)
(13494,34,98,8,8)
(13495,35,64,5,2)
(13496,49,8,2,6)
(13497,42,77,7,5)
(13498,71,68,4,1)
(13499,58,95,2,4)
(13500,27,9,3,9)
(13501,83,93,4,6)
(13502,90,94,5,3)
(13503,57,47,2,8)
(13504,55,74,5,8)
(13505,16,86,2,3)
(13506,19,41,4,4)
(13507,35,34,4,3)
(13508,43,57,7,10)
(13509,15,90,8,7)
(13510,50,13,3,5)
(13511,27,81,3,1)
(13512,20,81,8,7)
(13513,32,58,7,3)
(13514,65,61,4,10)
(13515,100,95,6,3)
(13516,4,100,7,8)
(13517,7,8,2,4)
(13518,36,83,1,10)
(13519,27,62,4,2)
(13520,73,72,8,8)
(13521,26,89,5,2)
(13522,16,62,5,4)
(13523,57,98,4,5)
(13524,63,75,5,6)
(13525,83,30,4,4)
(13526,79,2,4,4)
(13527,30,36,2,5)
(13528,74,16,8,1)
(13529,4,96,2,4)
(13530,23,13,2,5)
(13531,77,6,6,7)
(13532,81,94,3,2)
(13533,90,64,5,8)
(13534,66,49,6,2)
(13535,51,84,5,1)
(13536,66,64,5,8)
(13537,25,15,4,1)
(13538,95,92,8,4)
(13539,98,67,6,9)
(13540,26,86,5,8)
(13541,49,22,8,5)
(13542,37,54,2,1)
(13543,37,72,7,10)
(13544,35,36,1,6)
(13545,17,28,8,5)
(13546,19,1,2,7)
(13547,34,94,3,7)
(13548,45,34,6,7)
(13549,56,58,2,7)
(13550,11,82,4,3)
(13551,54,25,5,8)
(13552,27,55,8,8)
(13553,49,55,3,9)
(13554,56,40,5,2)
(13555,100,43,8,9)
(13556,77,92,4,3)
(13557,15,45,3,5)
(13558,93,36,5,2)
(13559,27,24,8,6)
(13560,79,82,2,1)
(13561,36,22,2,8)
(13562,62,45,7,6)
(13563,88,63,2,4)
(13564,54,43,6,9)
(13565,88,18,5,8)
(13566,20,35,6,6)
(13567,59,93,8,5)
(13568,40,34,8,1)
(13569,56,26,7,1)
(13570,37,79,5,9)
(13571,41,49,3,10)
(13572,92,48,8,6)
(13573,32,91,8,8)
(13574,92,15,1,5)
(13575,7,0,7,6)
(13576,34,51,1,10)
(13577,77,54,8,5)
(13578,33,50,5,4)
(13579,99,90,2,2)
(13580,3,30,3,5)
(13581,87,57,2,8)
(13582,73,52,7,8)
(13583,52,47,2,4)
(13584,98,48,6,6)
(13585,69,82,4,3)
(13586,31,89,1,4)
(13587,44,8,1,2)
(13588,5,17,3,7)
(13589,74,100,5,7)
(13590,51,96,1,6)
(13591,42,18,8,10)
(13592,32,64,3,1)
(13593,11,64,6,4)
(13594,18,42,7,4)
(13595,16,88,1,3)
(13596,4,55,5,8)
(13597,55,48,6,5)
(13598,9,82,4,2)
(13599,66,29,7,7)
(13600,60,35,4,7)
(13601,65,100,8,4)
(13602,41,16,7,4)
(13603,4,19,5,8)
(13604,74,57,1,1)
(13605,71,77,6,1)
(13606,24,40,1,9)
(13607,70,88,4,5)
(13608,89,86,2,5)
(13609,85,45,8,5)
(13610,62,81,4,5)
(13611,100,60,7,8)
(13612,16,26,1,2)
(13613,69,33,6,2)
(13614,39,97,3,10)
(13615,50,3,4,2)
(13616,90,36,7,5)
(13617,47,26,2,1)
(13618,73,81,6,9)
(13619,6,47,1,10)
(13620,73,77,6,1)
(13621,76,73,1,3)
(13622,35,49,5,5)
(13623,18,60,6,10)
(13624,62,79,8,9)
(13625,71,46,5,10)
(13626,93,90,8,4)
(13627,36,91,6,4)
(13628,34,27,7,5)
(13629,100,48,1,1)
(13630,97,81,1,3)
(13631,6,74,6,5)
(13632,18,69,2,1)
(13633,14,25,3,2)
(13634,15,11,5,10)
(13635,68,91,2,9)
(13636,17,40,4,7)
(13637,88,68,7,6)
(13638,14,69,1,6)
(13639,8,86,5,6)
(13640,54,63,4,4)
(13641,88,11,3,6)
(13642,22,44,3,8)
(13643,0,45,6,9)
(13644,51,35,8,7)
(13645,69,83,3,8)
(13646,17,86,1,7)
(13647,37,57,1,9)
(13648,19,98,2,8)
(13649,75,64,4,1)
(13650,7,28,5,2)
(13651,73,42,2,8)
(13652,77,56,1,7)
(13653,4,16,3,1)
(13654,68,64,5,7)
(13655,87,96,7,7)
(13656,93,20,3,7)
(13657,84,20,8,6)
(13658,14,80,4,10)
(13659,22,55,2,3)
(13660,77,3,6,8)
(13661,19,4,6,4)
(13662,35,80,5,4)
(13663,75,54,7,6)
(13664,74,72,7,1)
(13665,58,27,7,2)
(13666,6,79,4,4)
(13667,100,32,6,4)
(13668,35,36,6,9)
(13669,7,56,3,6)
(13670,1,65,2,9)
(13671,18,22,1,8)
(13672,94,6,4,4)
(13673,100,28,4,10)
(13674,73,79,4,2)
(13675,11,60,3,1)
(13676,62,1,5,9)
(13677,57,74,6,1)
(13678,38,6,3,1)
(13679,28,6,4,1)
(13680,79,28,1,5)
(13681,57,61,4,9)
(13682,39,83,3,10)
(13683,8,47,2,8)
(13684,49,96,6,7)
(13685,35,48,8,10)
(13686,20,28,1,4)
(13687,1,43,4,4)
(13688,71,8,4,1)
(13689,35,6,5,10)
(13690,89,23,3,3)
(13691,70,86,8,2)
(13692,47,70,1,6)
(13693,18,86,8,3)
(13694,13,49,1,2)
(13695,92,56,4,1)
(13696,31,51,6,9)
(13697,57,78,4,8)
(13698,0,64,2,10)
(13699,15,72,5,7)
(13700,42,44,1,9)
(13701,29,64,8,10)
(13702,13,50,4,6)
(13703,72,50,6,7)
(13704,67,89,4,4)
(13705,32,41,7,5)
(13706,71,7,1,6)
(13707,46,57,7,9)
(13708,68,58,3,1)
(13709,89,42,4,4)
(13710,92,28,7,5)
(13711,44,38,1,10)
(13712,26,67,5,10)
(13713,8,35,8,9)
(13714,8,59,2,10)
(13715,83,12,7,8)
(13716,37,19,2,5)
(13717,28,51,8,1)
(13718,79,64,8,2)
(13719,68,82,2,8)
