#(id,from,to,speed,planTime)
(15784,56,51,6,8)
(15785,64,22,1,1)
(15786,47,5,1,7)
(15787,78,56,1,9)
(15788,25,32,1,7)
(15789,93,71,2,8)
(15790,42,13,1,5)
(15791,68,19,8,2)
(15792,22,61,5,9)
(15793,83,39,5,10)
(15794,44,26,1,7)
(15795,33,67,2,6)
(15796,50,22,7,8)
(15797,44,55,5,6)
(15798,19,70,7,10)
(15799,41,31,6,4)
(15800,92,62,6,10)
(15801,1,51,4,6)
(15802,28,54,5,8)
(15803,21,25,6,2)
(15804,98,79,5,4)
(15805,85,39,8,10)
(15806,61,59,5,4)
(15807,41,59,8,6)
(15808,20,67,8,9)
(15809,70,66,5,9)
(15810,20,39,4,1)
(15811,63,34,1,1)
(15812,12,25,5,3)
(15813,63,82,3,4)
(15814,40,49,1,7)
(15815,7,92,6,4)
(15816,59,25,4,2)
(15817,90,72,5,8)
(15818,10,89,1,8)
(15819,22,9,2,3)
(15820,85,34,3,7)
(15821,89,74,1,10)
(15822,100,42,4,7)
(15823,6,76,2,2)
(15824,29,81,5,1)
(15825,8,80,8,2)
(15826,79,34,7,10)
(15827,18,55,7,3)
(15828,40,22,4,5)
(15829,95,34,6,10)
(15830,76,66,1,7)
(15831,93,90,2,4)
(15832,22,84,6,4)
(15833,15,35,2,9)
(15834,69,98,2,6)
(15835,4,59,3,4)
(15836,32,68,2,6)
(15837,2,45,1,3)
(15838,62,12,3,1)
(15839,53,74,3,8)
(15840,9,1,8,6)
(15841,35,84,7,1)
(15842,34,56,5,5)
(15843,66,88,1,6)
(15844,8,61,5,8)
(15845,58,53,3,7)
(15846,64,97,4,7)
(15847,22,56,2,2)
(15848,56,97,7,7)
(15849,33,77,6,9)
(15850,85,93,2,8)
(15851,81,93,4,1)
(15852,6,80,3,8)
(15853,32,36,3,7)
(15854,84,14,5,3)
(15855,21,56,1,8)
(15856,53,95,1,1)
(15857,23,19,7,6)
(15858,12,63,4,1)
(15859,56,63,5,3)
(15860,42,82,2,7)
(15861,17,15,8,10)
(15862,80,34,5,6)
(15863,90,93,6,9)
(15864,39,99,6,2)
(15865,69,87,4,10)
(15866,49,80,8,7)
(15867,94,9,4,10)
(15868,42,98,2,1)
(15869,13,32,8,1)
(15870,18,16,7,4)
(15871,61,72,3,2)
(15872,22,85,7,2)
(15873,71,32,3,4)
(15874,63,1,5,9)
(15875,61,98,7,4)
(15876,96,56,4,2)
(15877,87,73,4,1)
(15878,40,95,8,2)
(15879,66,65,8,3)
(15880,49,14,7,2)
(15881,97,55,4,4)
(15882,55,72,4,10)
(15883,21,15,8,10)
(15884,22,33,4,5)
(15885,57,26,5,4)
(15886,72,77,1,10)
(15887,94,54,2,8)
(15888,20,9,4,7)
(15889,16,10,2,9)
(15890,33,50,5,7)
(15891,16,58,5,9)
(15892,91,95,7,9)
(15893,20,64,7,5)
(15894,92,47,5,10)
(15895,52,59,3,1)
(15896,68,47,7,9)
(15897,8,69,4,4)
(15898,71,41,6,4)
(15899,50,12,8,7)
(15900,59,75,6,9)
(15901,38,33,1,1)
(15902,31,52,3,6)
(15903,10,96,5,3)
(15904,94,43,1,3)
(15905,12,67,2,2)
(15906,59,35,8,1)
(15907,99,97,1,8)
(15908,71,86,4,6)
(15909,70,6,5,1)
(15910,9,58,7,5)
(15911,53,39,6,9)
(15912,34,62,5,8)
(15913,28,89,6,8)
(15914,23,48,1,5)
(15915,97,44,7,7)
(15916,81,63,7,1)
(15917,20,71,5,5)
(15918,28,41,4,9)
(15919,31,49,8,9)
(15920,10,78,1,10)
(15921,66,89,8,6)
(15922,89,23,1,3)
(15923,18,89,7,3)
(15924,3,33,7,3)
(15925,55,59,6,5)
(15926,51,5,1,7)
(15927,53,45,3,7)
(15928,22,56,3,1)
(15929,97,29,1,9)
(15930,51,43,8,9)
(15931,83,23,2,10)
(15932,8,74,6,2)
(15933,84,66,6,8)
(15934,22,64,6,7)
(15935,61,15,2,6)
(15936,22,39,6,5)
(15937,67,55,5,2)
(15938,97,22,3,10)
(15939,97,10,4,6)
(15940,35,27,3,7)
(15941,44,16,1,4)
(15942,32,22,4,9)
(15943,36,26,6,7)
(15944,16,1,2,7)
(15945,55,81,7,2)
(15946,54,94,2,2)
(15947,3,97,5,5)
(15948,76,74,3,7)
(15949,89,63,8,6)
(15950,84,26,8,3)
(15951,51,40,7,1)
(15952,92,59,7,10)
(15953,91,54,5,1)
(15954,47,82,1,6)
(15955,31,51,2,1)
(15956,24,100,8,6)
(15957,62,63,5,4)
(15958,88,98,7,8)
(15959,89,100,1,9)
(15960,11,60,5,9)
(15961,65,31,7,7)
(15962,13,43,3,5)
(15963,93,56,8,10)
(15964,55,27,8,9)
(15965,90,14,5,4)
(15966,12,32,8,1)
(15967,83,31,5,2)
(15968,43,10,3,6)
(15969,93,42,1,2)
(15970,36,51,3,8)
(15971,2,95,4,7)
(15972,26,64,3,9)
(15973,28,50,3,2)
(15974,72,2,7,5)
(15975,33,38,7,5)
(15976,35,3,8,9)
(15977,24,95,4,4)
(15978,45,91,6,4)
(15979,38,3,3,5)
(15980,66,94,1,5)
(15981,95,7,6,5)
(15982,60,100,8,8)
(15983,89,64,7,10)
(15984,67,28,2,10)
(15985,22,13,2,5)
(15986,56,59,1,3)
(15987,61,88,6,9)
(15988,81,63,7,3)
(15989,21,77,4,2)
(15990,76,12,4,6)
(15991,75,17,1,8)
(15992,45,40,6,7)
(15993,4,91,7,6)
(15994,1,98,1,5)
(15995,85,13,5,1)
(15996,28,13,4,3)
(15997,41,87,1,10)
(15998,98,7,8,4)
(15999,23,74,7,9)
(16000,13,55,8,7)
(16001,97,24,2,9)
(16002,21,33,6,2)
(16003,46,52,5,4)
(16004,16,17,1,2)
(16005,55,3,8,7)
(16006,61,60,4,7)
(16007,85,95,5,4)
(16008,1,42,2,7)
(16009,65,95,2,7)
(16010,27,8,4,3)
(16011,12,16,7,8)
(16012,84,72,6,5)
(16013,26,11,7,1)
(16014,23,68,3,2)
(16015,62,75,3,6)
(16016,69,72,1,2)
(16017,66,58,4,10)
(16018,65,12,4,8)
(16019,80,67,3,5)
(16020,90,41,4,1)
(16021,52,93,2,2)
(16022,60,23,2,2)
(16023,49,87,5,6)
(16024,58,47,3,4)
(16025,56,23,4,9)
(16026,87,38,6,10)
(16027,56,6,2,10)
(16028,46,32,1,1)
(16029,25,14,4,2)
(16030,88,54,4,9)
(16031,92,44,6,7)
(16032,42,10,1,6)
(16033,84,46,2,1)
(16034,35,20,7,9)
(16035,25,19,6,8)
(16036,2,100,2,1)
(16037,13,44,8,4)
(16038,97,22,5,9)
(16039,18,95,7,2)
(16040,56,17,4,10)
(16041,63,80,1,1)
(16042,51,100,3,1)
(16043,70,78,7,8)
(16044,77,18,1,3)
(16045,62,66,2,2)
(16046,39,31,8,10)
(16047,77,91,5,1)
(16048,60,30,6,2)
(16049,61,84,7,2)
(16050,83,13,8,9)
(16051,90,88,3,7)
(16052,6,31,3,9)
(16053,96,3,2,8)
(16054,33,30,1,6)
(16055,72,16,7,1)
(16056,97,64,5,4)
(16057,48,78,6,1)
(16058,90,11,7,8)
(16059,98,16,7,1)
(16060,46,12,5,3)
(16061,14,1,2,10)
(16062,82,75,5,6)
(16063,42,99,2,4)
(16064,62,39,1,6)
(16065,16,68,5,5)
(16066,78,32,4,10)
(16067,47,40,8,2)
(16068,51,7,4,6)
(16069,7,65,4,1)
(16070,92,67,5,2)
(16071,65,27,6,3)
(16072,18,20,1,1)
(16073,40,85,5,2)
(16074,68,81,6,6)
(16075,20,30,3,9)
(16076,36,44,2,8)
(16077,60,99,7,3)
(16078,17,76,5,6)
(16079,3,10,8,10)
(16080,29,52,8,4)
(16081,36,45,3,7)
(16082,77,84,1,10)
(16083,13,28,8,1)
(16084,23,8,3,1)
(16085,58,25,2,7)
(16086,1,24,7,8)
(16087,33,20,2,4)
(16088,71,29,3,3)
(16089,26,69,6,3)
(16090,5,33,5,10)
(16091,60,72,3,7)
(16092,80,9,1,9)
(16093,34,5,2,5)
(16094,29,72,5,10)
(16095,91,65,6,6)
(16096,93,11,2,2)
(16097,31,84,3,2)
(16098,16,73,8,4)
(16099,45,20,4,10)
(16100,80,78,1,4)
(16101,34,78,2,10)
(16102,50,89,4,7)
(16103,53,4,6,5)
(16104,14,76,5,7)
(16105,60,90,3,9)
(16106,63,82,7,2)
(16107,53,63,1,2)
(16108,92,45,2,7)
(16109,23,99,8,9)
(16110,87,17,8,5)
(16111,21,20,6,1)
(16112,47,7,6,10)
(16113,97,61,3,3)
(16114,94,86,7,7)
(16115,49,50,4,3)
(16116,94,31,8,7)
(16117,29,8,4,3)
(16118,76,10,4,9)
(16119,29,99,7,4)
(16120,57,15,1,3)
(16121,27,17,1,5)
(16122,2,83,2,1)
(16123,32,53,2,2)
(16124,83,10,4,7)
(16125,69,40,1,9)
(16126,49,89,5,4)
(16127,87,29,7,5)
(16128,44,39,2,10)
(16129,55,66,1,4)
(16130,49,64,8,6)
(16131,16,99,7,9)
(16132,61,6,1,4)
(16133,97,44,1,7)
(16134,32,21,6,5)
(16135,49,79,8,4)
(16136,18,15,8,6)
(16137,33,59,1,8)
(16138,23,86,6,6)
(16139,36,25,8,2)
(16140,82,5,2,9)
(16141,100,5,3,6)
(16142,77,50,6,2)
(16143,80,68,1,1)
(16144,34,86,2,1)
(16145,45,100,3,10)
(16146,37,66,1,10)
(16147,42,52,3,2)
(16148,8,100,4,4)
(16149,57,29,5,8)
(16150,78,90,5,10)
(16151,57,31,6,6)
(16152,68,78,4,8)
(16153,29,57,6,2)
(16154,74,42,3,10)
(16155,93,61,8,9)
(16156,13,92,5,9)
(16157,72,97,5,5)
(16158,38,15,6,10)
(16159,97,67,4,7)
(16160,44,46,8,10)
(16161,3,13,4,9)
(16162,54,78,2,3)
(16163,91,83,3,10)
(16164,27,8,6,5)
(16165,56,79,1,9)
(16166,45,60,1,10)
(16167,26,29,5,9)
(16168,74,88,4,2)
(16169,100,33,2,6)
(16170,10,50,8,3)
(16171,32,4,2,6)
(16172,64,80,3,8)
(16173,59,58,7,6)
(16174,17,5,6,6)
(16175,85,4,3,2)
(16176,43,5,6,6)
(16177,37,93,7,9)
(16178,42,54,2,10)
(16179,57,56,4,3)
(16180,87,90,5,1)
(16181,47,6,7,10)
(16182,62,95,3,6)
(16183,50,17,4,7)
(16184,74,42,6,5)
(16185,87,36,8,10)
(16186,89,62,5,1)
(16187,69,84,7,9)
(16188,25,11,8,2)
(16189,16,51,1,4)
(16190,45,42,6,7)
(16191,10,83,7,7)
(16192,77,73,7,7)
(16193,8,90,1,8)
(16194,43,45,2,9)
(16195,13,44,3,10)
(16196,95,73,1,10)
(16197,59,70,4,1)
(16198,97,86,3,9)
(16199,74,44,6,5)
(16200,40,17,3,6)
(16201,7,53,5,8)
(16202,49,56,5,6)
(16203,99,27,5,7)
(16204,100,76,2,1)
(16205,46,81,6,9)
(16206,18,17,7,2)
(16207,12,27,7,1)
(16208,95,98,1,10)
(16209,50,17,7,3)
(16210,72,30,3,3)
(16211,57,50,4,7)
(16212,77,8,2,7)
(16213,40,25,2,7)
(16214,93,39,1,2)
(16215,17,92,3,7)
(16216,89,8,3,6)
(16217,24,68,4,3)
(16218,50,55,6,10)
(16219,56,36,5,5)
(16220,95,81,7,8)
(16221,57,25,1,6)
(16222,15,47,3,9)
(16223,91,68,7,3)
(16224,75,60,3,1)
(16225,80,13,1,6)
(16226,20,15,7,6)
(16227,2,50,5,9)
(16228,82,17,6,3)
(16229,41,78,7,10)
(16230,76,99,2,7)
(16231,66,29,4,7)
(16232,41,17,4,10)
(16233,82,87,5,8)
(16234,1,33,3,7)
(16235,82,86,7,1)
(16236,2,85,2,4)
(16237,14,93,1,8)
(16238,43,36,4,5)
(16239,64,3,8,2)
(16240,19,41,4,5)
(16241,80,74,4,2)
(16242,6,79,3,6)
(16243,16,88,5,5)
(16244,72,8,5,10)
(16245,1,9,3,6)
(16246,44,32,7,5)
(16247,34,6,4,5)
(16248,98,41,1,6)
(16249,15,59,4,9)
(16250,89,94,8,3)
(16251,34,67,1,2)
(16252,75,81,7,4)
(16253,41,71,8,1)
(16254,2,27,3,5)
(16255,32,9,6,2)
(16256,1,49,3,10)
(16257,8,18,4,9)
(16258,64,53,1,2)
(16259,19,23,5,3)
(16260,56,98,4,1)
(16261,68,44,1,2)
(16262,70,26,6,7)
(16263,86,1,2,5)
(16264,49,44,8,3)
(16265,14,43,5,4)
(16266,95,7,1,5)
(16267,29,10,3,4)
(16268,32,46,3,5)
(16269,67,97,5,10)
(16270,50,25,4,5)
(16271,62,74,6,9)
(16272,81,44,4,8)
(16273,72,2,4,2)
(16274,19,71,4,7)
(16275,6,55,1,1)
(16276,100,38,6,1)
(16277,34,90,3,3)
(16278,66,67,8,10)
(16279,92,100,1,3)
(16280,96,1,3,10)
(16281,54,2,8,3)
(16282,24,91,5,1)
(16283,45,62,4,10)
(16284,99,20,4,2)
(16285,62,4,3,10)
(16286,70,91,2,4)
(16287,42,47,5,6)
(16288,99,97,4,4)
(16289,98,18,5,4)
(16290,8,74,4,4)
(16291,87,23,5,7)
(16292,42,8,3,10)
(16293,11,41,5,2)
(16294,31,35,1,6)
(16295,33,83,7,9)
(16296,79,12,5,3)
(16297,29,58,4,9)
(16298,83,2,6,9)
(16299,24,86,6,6)
(16300,93,78,8,2)
(16301,18,53,5,8)
(16302,40,33,8,1)
(16303,67,29,1,5)
(16304,93,37,5,3)
(16305,46,74,8,9)
(16306,27,99,7,7)
(16307,84,3,1,10)
(16308,80,43,5,4)
(16309,48,23,3,7)
(16310,7,17,1,10)
(16311,98,64,2,9)
(16312,52,94,5,2)
(16313,67,22,1,5)
(16314,21,73,8,5)
(16315,27,66,6,6)
(16316,9,19,4,7)
(16317,93,3,3,4)
(16318,72,3,5,3)
(16319,19,92,6,2)
(16320,85,23,3,7)
(16321,97,43,5,5)
(16322,67,42,6,4)
(16323,7,60,7,3)
(16324,30,9,3,4)
(16325,64,67,7,3)
(16326,22,96,4,7)
(16327,39,68,3,9)
(16328,42,27,2,7)
(16329,21,71,8,6)
(16330,64,82,3,3)
(16331,93,35,6,9)
(16332,44,63,3,6)
(16333,81,21,6,5)
(16334,68,51,6,3)
(16335,70,54,3,10)
(16336,80,56,5,9)
(16337,26,54,2,10)
(16338,35,72,7,4)
(16339,6,52,1,1)
(16340,66,48,7,1)
(16341,20,55,3,10)
(16342,57,45,6,2)
(16343,98,71,1,7)
(16344,26,37,4,1)
(16345,90,20,1,5)
(16346,43,60,5,5)
(16347,11,7,1,3)
(16348,7,64,6,7)
(16349,70,78,7,3)
(16350,22,56,3,6)
(16351,27,92,8,10)
(16352,28,80,6,7)
(16353,52,3,6,8)
(16354,62,4,1,8)
(16355,63,51,5,3)
(16356,66,79,7,6)
(16357,56,10,6,5)
(16358,66,21,8,10)
(16359,64,51,4,5)
(16360,83,54,2,5)
(16361,8,14,6,1)
(16362,17,29,7,8)
(16363,31,50,4,1)
(16364,80,97,3,4)
(16365,6,99,7,6)
(16366,71,68,2,4)
(16367,18,61,4,9)
(16368,66,93,5,5)
(16369,6,16,3,6)
(16370,96,43,2,5)
(16371,44,56,7,3)
(16372,4,6,5,2)
(16373,56,29,2,2)
(16374,96,97,2,2)
(16375,9,92,2,5)
(16376,37,50,6,9)
(16377,17,96,8,8)
(16378,39,25,2,9)
(16379,32,13,3,9)
(16380,70,22,6,5)
(16381,50,78,2,3)
(16382,27,66,7,1)
(16383,10,75,6,9)
(16384,24,59,4,9)
(16385,54,7,4,3)
(16386,83,43,6,8)
(16387,55,38,1,8)
(16388,59,94,8,4)
(16389,24,8,2,5)
(16390,74,15,7,4)
(16391,90,44,1,10)
(16392,2,18,4,7)
(16393,76,11,2,1)
(16394,54,80,8,1)
(16395,17,70,7,6)
(16396,16,89,3,5)
(16397,97,91,6,10)
(16398,6,23,3,6)
(16399,19,35,8,3)
(16400,52,19,4,9)
(16401,30,82,7,7)
(16402,61,8,6,4)
(16403,29,30,4,6)
(16404,70,42,2,4)
(16405,33,73,2,9)
(16406,48,94,6,8)
(16407,28,50,4,9)
(16408,69,68,2,3)
(16409,49,99,5,4)
(16410,58,29,7,2)
(16411,10,98,4,2)
(16412,91,16,7,7)
(16413,88,36,3,6)
(16414,29,3,5,2)
(16415,53,41,5,2)
(16416,8,54,4,2)
(16417,4,57,6,10)
(16418,85,62,3,10)
(16419,11,81,5,6)
(16420,96,22,4,8)
(16421,9,95,2,10)
(16422,98,22,6,10)
(16423,62,93,5,2)
(16424,46,43,1,10)
(16425,51,99,3,2)
(16426,60,61,6,1)
(16427,94,6,1,5)
(16428,80,54,8,4)
(16429,48,94,5,9)
(16430,15,78,8,6)
(16431,70,19,3,10)
(16432,13,79,3,8)
(16433,77,81,1,8)
(16434,94,30,7,2)
(16435,36,27,5,7)
(16436,51,6,4,9)
(16437,35,85,4,2)
(16438,83,89,5,6)
(16439,88,52,6,4)
(16440,71,28,4,4)
(16441,77,34,7,7)
(16442,96,35,3,4)
(16443,61,60,3,4)
(16444,17,64,3,8)
(16445,48,19,6,9)
(16446,59,4,2,3)
(16447,55,48,6,5)
(16448,75,61,4,1)
(16449,46,77,5,10)
(16450,11,3,7,6)
(16451,14,99,6,6)
(16452,62,43,5,5)
(16453,14,55,4,3)
(16454,58,77,4,2)
(16455,76,88,2,1)
(16456,48,21,2,3)
(16457,97,14,3,6)
(16458,16,61,1,4)
(16459,11,19,4,3)
(16460,13,99,6,5)
(16461,53,79,6,2)
(16462,7,23,2,5)
(16463,62,66,2,3)
(16464,86,36,7,5)
(16465,1,92,5,5)
(16466,5,78,7,9)
(16467,48,63,5,1)
(16468,13,27,5,8)
(16469,5,91,3,6)
(16470,65,3,3,4)
(16471,68,26,5,8)
(16472,13,42,2,9)
(16473,33,84,1,2)
(16474,13,30,1,4)
(16475,93,94,5,3)
(16476,20,62,8,2)
(16477,53,99,1,8)
(16478,1,81,8,3)
(16479,6,30,7,5)
(16480,23,63,8,4)
(16481,98,65,7,6)
(16482,94,51,2,3)
(16483,96,95,3,5)
(16484,56,68,8,2)
(16485,66,31,7,7)
(16486,11,71,1,10)
(16487,53,14,3,9)
(16488,77,22,2,4)
(16489,86,82,7,6)
(16490,32,10,8,9)
(16491,4,63,8,4)
(16492,30,88,7,1)
(16493,18,99,5,7)
(16494,22,7,2,9)
(16495,72,39,4,2)
(16496,60,38,1,4)
(16497,19,61,6,7)
(16498,71,95,2,9)
(16499,9,75,2,7)
(16500,62,60,7,9)
(16501,58,57,7,9)
(16502,15,59,3,6)
(16503,97,60,8,6)
(16504,97,11,7,4)
(16505,24,31,2,8)
(16506,77,49,2,1)
(16507,23,8,8,7)
(16508,19,67,8,6)
(16509,24,25,6,9)
(16510,35,14,8,6)
(16511,73,14,1,9)
(16512,24,43,7,7)
(16513,73,7,1,2)
(16514,55,15,1,8)
(16515,22,65,8,2)
(16516,83,29,6,7)
(16517,53,77,4,8)
(16518,43,75,3,1)
(16519,88,9,8,8)
(16520,3,26,3,2)
(16521,32,6,6,8)
(16522,20,65,5,4)
(16523,81,77,8,4)
(16524,6,2,6,1)
(16525,79,68,1,9)
(16526,43,19,2,7)
(16527,80,26,2,7)
(16528,52,11,3,9)
(16529,16,36,3,1)
(16530,52,34,5,9)
(16531,11,62,4,6)
(16532,63,16,1,5)
(16533,36,74,2,3)
(16534,44,52,7,3)
(16535,77,60,8,7)
(16536,70,17,5,3)
(16537,4,83,7,1)
(16538,16,1,2,7)
(16539,62,34,8,3)
(16540,50,70,5,9)
(16541,95,33,2,6)
(16542,84,28,5,3)
(16543,39,21,4,10)
(16544,37,2,8,4)
(16545,36,66,8,6)
(16546,66,85,7,1)
(16547,18,26,3,5)
(16548,95,23,1,7)
(16549,55,72,3,8)
(16550,52,90,6,1)
(16551,10,42,6,8)
(16552,96,93,7,7)
(16553,59,35,8,4)
(16554,19,67,8,5)
(16555,92,9,6,9)
(16556,83,65,1,6)
(16557,37,3,8,9)
(16558,45,81,2,9)
(16559,23,78,2,2)
(16560,71,40,5,10)
(16561,74,86,8,6)
(16562,52,62,7,4)
(16563,70,42,8,2)
(16564,6,9,6,5)
(16565,63,23,7,5)
(16566,56,14,6,3)
(16567,91,64,5,7)
(16568,55,98,1,3)
(16569,83,1,6,4)
(16570,62,7,4,2)
(16571,100,15,2,7)
(16572,23,31,6,1)
(16573,6,36,1,4)
(16574,1,56,3,10)
(16575,71,36,6,6)
(16576,85,48,4,6)
(16577,100,29,2,5)
(16578,88,37,3,5)
(16579,51,83,2,4)
(16580,14,47,7,3)
(16581,34,58,2,1)
(16582,14,72,8,6)
(16583,59,83,7,1)
(16584,83,18,6,2)
(16585,99,67,2,3)
(16586,55,87,1,4)
(16587,70,68,3,2)
(16588,66,96,7,7)
(16589,54,87,7,4)
(16590,10,11,8,4)
(16591,94,67,8,10)
(16592,84,72,2,7)
(16593,90,52,8,9)
(16594,90,95,7,10)
(16595,14,34,7,7)
(16596,81,53,2,9)
(16597,39,64,8,2)
(16598,74,58,3,7)
(16599,24,77,3,4)
(16600,100,3,5,3)
(16601,54,63,7,4)
(16602,57,35,2,6)
(16603,20,2,5,10)
(16604,55,28,5,4)
(16605,91,38,5,5)
(16606,95,11,2,5)
(16607,39,29,2,8)
(16608,83,20,8,10)
(16609,35,13,3,2)
(16610,100,87,7,3)
(16611,41,64,7,9)
(16612,44,5,6,1)
(16613,42,87,8,2)
(16614,50,37,8,5)
(16615,17,32,7,10)
(16616,4,59,2,8)
(16617,72,19,3,10)
(16618,58,44,6,1)
(16619,8,12,3,6)
(16620,16,86,1,6)
(16621,25,38,6,4)
(16622,26,100,2,3)
(16623,31,42,6,4)
(16624,1,81,4,3)
(16625,51,55,4,4)
(16626,98,86,5,9)
(16627,97,4,4,5)
(16628,42,91,6,2)
(16629,80,15,1,9)
(16630,66,51,5,10)
(16631,93,34,5,5)
(16632,57,68,3,5)
(16633,61,87,6,10)
(16634,95,65,3,5)
(16635,71,58,5,2)
(16636,82,9,8,2)
(16637,99,48,1,4)
(16638,97,62,5,5)
(16639,95,89,7,3)
(16640,56,40,8,3)
(16641,26,73,8,6)
(16642,89,12,3,4)
(16643,21,65,2,2)
(16644,25,63,7,10)
(16645,11,63,3,6)
(16646,24,20,6,8)
(16647,9,12,8,1)
(16648,51,85,4,4)
(16649,57,1,5,2)
(16650,64,25,4,6)
(16651,42,27,6,6)
(16652,41,35,7,1)
(16653,49,68,8,10)
(16654,87,57,7,1)
(16655,68,13,3,3)
(16656,98,50,2,6)
(16657,1,3,6,3)
(16658,58,96,8,9)
(16659,33,36,7,6)
(16660,76,79,3,7)
(16661,88,90,8,2)
(16662,83,28,3,3)
(16663,42,85,3,2)
(16664,35,50,7,10)
(16665,52,12,8,1)
(16666,30,96,6,2)
(16667,23,51,5,3)
(16668,69,88,3,8)
(16669,69,83,8,3)
(16670,98,87,2,2)
(16671,31,32,4,8)
(16672,72,55,7,1)
(16673,18,43,4,4)
(16674,38,6,8,5)
(16675,8,9,8,3)
(16676,96,52,4,6)
(16677,87,78,4,6)
(16678,17,57,3,9)
(16679,88,37,3,8)
(16680,43,60,4,6)
(16681,2,59,3,9)
(16682,16,23,7,2)
(16683,32,14,7,1)
(16684,66,36,8,7)
(16685,66,62,2,7)
(16686,70,55,5,2)
(16687,43,9,5,10)
(16688,68,5,1,5)
(16689,15,3,3,1)
(16690,78,12,1,3)
(16691,26,3,7,9)
(16692,91,37,4,4)
(16693,50,32,3,1)
(16694,86,72,1,10)
(16695,80,99,7,5)
(16696,55,61,5,9)
(16697,64,29,1,1)
(16698,40,4,5,1)
(16699,58,91,4,7)
(16700,80,52,5,5)
(16701,83,95,5,10)
(16702,66,31,1,1)
(16703,29,65,3,5)
(16704,26,13,1,5)
(16705,41,6,1,3)
(16706,9,85,2,7)
(16707,27,56,6,6)
(16708,7,72,6,7)
(16709,67,38,8,2)
(16710,68,14,4,9)
(16711,30,23,3,2)
(16712,36,47,1,8)
(16713,79,8,3,1)
(16714,5,71,4,2)
(16715,36,47,7,10)
(16716,85,11,2,5)
(16717,24,9,5,9)
(16718,37,36,3,9)
(16719,69,25,5,8)
(16720,24,26,2,9)
(16721,85,50,1,7)
(16722,20,10,3,2)
(16723,8,22,5,5)
(16724,84,90,4,4)
(16725,98,55,6,6)
(16726,42,66,3,8)
(16727,91,98,6,9)
(16728,75,67,7,7)
(16729,68,35,3,2)
(16730,44,3,4,5)
(16731,76,62,4,6)
(16732,3,61,4,9)
(16733,67,66,5,7)
(16734,32,36,6,1)
(16735,85,89,7,7)
(16736,7,5,3,10)
(16737,40,21,3,3)
(16738,23,58,7,8)
(16739,71,33,1,10)
(16740,94,28,4,4)
(16741,93,12,4,10)
(16742,47,42,8,7)
(16743,82,35,1,2)
(16744,40,63,7,3)
(16745,83,75,6,5)
(16746,84,3,6,8)
(16747,35,17,4,8)
(16748,96,1,8,10)
(16749,12,11,7,4)
(16750,53,12,6,4)
(16751,47,87,2,4)
(16752,50,36,4,8)
(16753,63,32,6,1)
(16754,86,100,1,2)
(16755,16,81,3,2)
(16756,82,43,5,1)
(16757,54,66,6,5)
(16758,77,100,7,3)
(16759,87,17,8,2)
(16760,4,31,6,1)
(16761,63,64,4,4)
(16762,63,67,7,10)
(16763,47,72,8,3)
(16764,14,95,3,5)
(16765,60,31,1,6)
(16766,31,19,1,5)
(16767,87,79,2,6)
(16768,9,78,3,8)
(16769,41,71,4,3)
(16770,89,42,7,4)
(16771,65,26,3,7)
(16772,73,91,4,9)
(16773,21,77,7,2)
(16774,47,87,1,1)
(16775,65,78,5,4)
(16776,8,81,4,8)
(16777,3,70,3,3)
(16778,63,88,8,8)
(16779,66,44,6,10)
(16780,86,10,2,1)
(16781,38,93,8,1)
(16782,79,83,7,8)
(16783,13,42,4,1)
(16784,22,18,5,9)
(16785,39,74,6,5)
(16786,61,44,6,3)
(16787,39,94,8,5)
(16788,55,36,5,4)
(16789,28,94,6,8)
(16790,28,48,4,4)
(16791,89,74,6,1)
(16792,44,30,6,6)
(16793,3,53,7,7)
(16794,48,71,7,3)
(16795,16,7,7,2)
(16796,42,47,1,7)
(16797,40,46,8,8)
(16798,93,81,5,9)
(16799,7,70,6,5)
(16800,51,32,1,3)
(16801,36,22,4,9)
(16802,44,11,8,2)
(16803,18,35,3,4)
(16804,82,100,5,2)
(16805,97,9,6,2)
(16806,42,3,8,4)
(16807,72,20,6,9)
(16808,4,83,3,8)
(16809,56,96,8,4)
(16810,7,95,8,1)
(16811,82,96,3,4)
(16812,47,65,7,5)
(16813,26,79,7,4)
(16814,81,10,8,8)
(16815,81,18,8,7)
(16816,52,54,4,5)
(16817,1,48,3,9)
(16818,95,21,4,2)
(16819,16,90,8,2)
(16820,76,4,6,9)
(16821,40,27,5,4)
(16822,96,89,1,1)
(16823,17,70,4,1)
(16824,23,90,1,4)
(16825,84,54,7,1)
(16826,69,78,6,10)
(16827,61,76,2,7)
(16828,81,76,3,8)
(16829,28,96,1,5)
(16830,60,72,4,7)
(16831,93,19,7,1)
(16832,8,84,4,6)
(16833,37,6,1,6)
(16834,35,6,3,8)
(16835,33,75,1,6)
(16836,2,64,2,1)
(16837,59,38,6,2)
(16838,9,18,1,6)
(16839,36,96,7,8)
(16840,80,15,4,8)
(16841,72,44,6,7)
(16842,1,66,5,2)
(16843,92,68,6,9)
(16844,83,32,5,5)
(16845,69,16,1,2)
(16846,85,7,4,1)
(16847,55,100,6,6)
(16848,14,4,5,3)
(16849,99,81,7,2)
(16850,47,94,6,5)
(16851,61,35,7,3)
(16852,18,57,6,7)
(16853,24,48,4,4)
(16854,7,47,1,9)
(16855,46,45,4,8)
(16856,100,50,2,8)
(16857,83,90,1,10)
(16858,83,34,7,6)
